AirlineCarrierCode,PassengerFlightNumber,PassengerRecordLocator,CutomerId,PassengerBookingId,FirstName,LastName,FlightOriginLocalDate,FlightOriginStnCode,FlightDestStnCode,ConnectionStnCode,ConnectionTime
OK,333,CQDA51,9.95919E+11,3.0474E+15,Barbera,Thompson,11/25/15,DXB,MUC,ATL,129
KQ,735,IOKR72,9.40212E+11,3.69575E+15,German,Stroman,7/16/16,HNL,GIG,ATL,70
AF,346,CTKF83,7.24802E+11,3.75364E+15,Nu,Hilpert,3/2/16,MXP,PEK,LAX,96
KL,747,UFDZ41,1.01407E+11,6.71427E+15,Noble,Rosenbaum,10/17/15,BOM,MXP,JFK,62
KQ,330,PAES72,4.2385E+11,8.10067E+15,Edmond,Raynor,11/18/15,MXP,MXP,CDG,57
OK,343,CIVJ69,5.83655E+11,5.31251E+15,Raymundo,Bashirian,10/20/15,DEL,MXP,MSP,166
AM,333,VAMW61,1.61362E+11,5.47559E+15,Marcel,Macejkovic,3/15/16,GIG,SEA,AMS,60
CZ,77W,XHEN89,9.68172E+11,9.73862E+15,Kimber,Stokes,8/21/16,SEA,SEA,BOM,142
AM,321,FTEY23,5.52188E+11,4.06861E+15,Dane,Jakubowski,6/15/16,DXB,SEA,BOM,99
KE,73G,GQYR76,1.86804E+11,6.87307E+15,Roberto,Welch,11/4/15,SEA,GIG,JFK,67
KL,777,NKWJ25,9.41837E+11,5.74091E+15,Demetria,Schmidt,2/25/16,BOM,DXB,HND,73
KE,330,LCEG25,9.35497E+11,7.63853E+15,Eric,Funk,7/28/16,DXB,SFO,DTW,169
KE,753,PYCN32,6.01708E+11,7.43315E+15,Lanette,Sanford,4/14/16,SEA,DEL,CDG,101
OK,737,QWTK58,5.27168E+11,1.56141E+15,Nita,Champlin,9/14/16,DXB,BOM,CDG,77
KQ,AB6,MCEJ42,2.39481E+11,8.99995E+15,Rea,Cruickshank,2/19/16,DXB,GIG,AMS,117
UX,M11,RSQW12,6.64019E+11,9.96967E+15,Jay,Jacobson,1/4/16,DXB,HNL,LHR,46
VN,M90,HWZQ43,3.28573E+11,2.20675E+15,Casie,Graham,9/24/15,DEL,DXB,LAX,156
OK,73W,BWVR36,4.65238E+11,4.99373E+15,Evia,Heathcote,9/27/15,DXB,DEL,ATL,113
DL,EQV,KMCD48,2.02813E+11,4.10543E+15,Hilda,Casper,1/22/16,DXB,HNL,MSP,62
RO,75W,YZEP38,2.17781E+11,1.48653E+15,Granville,Parker,3/8/16,HNL,MUC,ATL,166
KL,739,GZVO25,9.66709E+11,9.51118E+15,Jackeline,Rowe,9/26/16,SFO,SEA,MSP,177
GA,AT5,FLIE49,4.02851E+11,4.49978E+15,Berry,Robel,3/7/16,SFO,HNL,BOM,172
OK,747,URGM73,8.43168E+11,4.64188E+14,Erich,Thompson,6/4/16,PEK,SEA,MSP,180
KQ,735,KQMG02,3.88106E+11,7.79957E+15,Blair,Streich,9/22/16,DEL,DEL,CDG,134
CZ,CR9,RPFU48,2.78672E+11,4.64471E+15,Maple,Bruen,6/3/16,BOM,SEA,AMS,144
RO,CR9,QEJU03,4.34264E+11,6.64459E+15,Mitsue,Hackett,4/1/16,PEK,DEL,BOM,46
MU,M90,CMQB35,99083708771,2.80142E+15,Alverta,Heathcote,1/7/16,HNL,SEA,AMS,112
AZ,321,ELPC34,9.34924E+11,9.43677E+15,Dewitt,Rau,6/22/16,MXP,SEA,MSP,146
AM,343,RNGS40,3.76897E+11,9.24047E+15,Rolanda,Boehm,1/15/16,PEK,HNL,HND,61
AF,CRK,OPAD05,2.11952E+11,4.78477E+14,Edison,Douglas,4/22/16,BOM,BOM,JFK,134
ME,75W,ITOB25,5.11386E+11,2.22033E+15,Jed,Brakus,5/18/16,MUC,MUC,DTW,60
DL,753,QJFG85,3.01702E+11,1.81416E+15,Dannette,Boyer,8/25/16,GIG,GIG,BOM,61
ME,EQV,KOWV10,1.76707E+11,3.89398E+15,Lane,Hodkiewicz,1/27/16,DEL,BOM,MSP,133
ME,73G,BSNK36,8.18461E+11,9.02788E+15,Willia,Rosenbaum,3/18/16,SEA,MUC,BOM,142
OK,388,CJHI07,7.99971E+11,7.57696E+15,Jerald,Reinger,11/13/15,SFO,PEK,MSP,115
AZ,E90,RUHO32,3.69575E+11,2.58119E+15,Woodrow,D'Amore,9/26/16,GIG,SEA,JFK,146
KE,M90,EONB20,30424987345,6.1316E+15,Vivian,Kozey,4/12/16,GIG,GIG,DTW,72
KQ,739,ZERH54,3.32283E+11,1.11314E+15,Gabriel,O'Connell,8/19/16,BOM,GIG,AMS,154
AF,73G,LVCX31,2.49986E+11,9.73647E+15,Ross,Moen,5/27/16,PEK,MXP,AMS,111
CZ,77W,MJCA96,6.53877E+11,9.66205E+15,Kathi,Schultz,10/25/15,SFO,MXP,BOM,75
OK,777,KGWM58,50458351645,8.06626E+15,Laura,Gibson,1/28/16,PEK,BOM,MSP,119
KE,763,HJBM45,1.73117E+11,4.75473E+15,Roseanne,Mante,1/31/16,DXB,SFO,LHR,49
VN,313,LPRC44,4.37408E+11,3.33484E+15,Gerardo,Trantow,4/21/16,BOM,DEL,LAX,107
KQ,330,SETM73,7.92223E+11,6.27607E+15,Anjanette,Jaskolski,7/17/16,MUC,PEK,ATL,172
KL,74M,VQHL33,8.26799E+11,1.55082E+15,Melvina,Bailey,2/7/16,SEA,MXP,LHR,121
AZ,763,JOWH94,4.56829E+11,8.90958E+15,Denver,Breitenberg,4/17/16,DEL,HNL,AMS,54
VN,EQV,FJUO41,4.91193E+11,3.57286E+15,Dannette,Corwin,5/7/16,SEA,MXP,AMS,93
OK,75W,EBVQ77,17901810791,9.47034E+15,Dani,Padberg,9/25/15,SFO,DXB,HND,58
KQ,E90,LQZE68,6.25911E+11,1.93063E+15,Lorenza,Crooks,9/26/16,DXB,GIG,BOM,101
KL,73J,GSKH53,2.48839E+11,6.95097E+15,Lavelle,Morissette,11/29/15,MUC,DEL,BOM,173
DL,SF3,IPLG86,6.019E+11,9.36568E+15,Rafaela,Effertz,8/10/16,DXB,MXP,AMS,99
ME,772,CVIK18,9.6325E+11,1.71355E+15,Liberty,Krajcik,9/14/16,DXB,SEA,MSP,64
SU,CR2,YCXM18,6.24159E+11,5.8616E+15,Gaye,Deckow,2/17/16,MUC,MXP,HND,76
AF,313,DCBI77,9.68433E+11,4.52525E+14,Wynona,Runolfsson,6/28/16,DEL,GIG,LHR,175
AF,M11,KXGL12,3.14472E+11,4.62061E+15,Robin,Rempel,9/11/15,MUC,GIG,ATL,160
DL,737,WYAL60,4.89964E+11,2.73243E+14,Erin,Littel,6/12/16,SEA,GIG,HND,131
KE,CR2,PHCK29,2.75839E+11,2.55806E+15,Kelvin,Ondricka,9/29/15,GIG,BOM,JFK,150
MU,330,AGLZ03,5.0412E+11,3.23853E+15,Maudie,Graham,6/27/16,MXP,DEL,DTW,64
KL,E90,WCDK99,8.56169E+11,6.34606E+14,Jarvis,Bednar,5/25/16,HNL,DEL,CDG,94
VN,753,ZOWP72,2.03151E+11,6.08386E+15,Mozelle,Huel,6/6/16,PEK,HNL,JFK,86
MU,CR2,PMDO40,3.70103E+11,7.11264E+15,Allen,Herman,6/26/16,GIG,MUC,AMS,83
MU,M11,COTY16,7.16702E+11,8.76108E+15,Jack,Von,9/3/16,MUC,GIG,LHR,102
KL,EQV,KJAI41,4.06849E+11,5.5337E+15,Chun,Stanton,6/10/16,SFO,PEK,AMS,72
UX,E70,IPZC17,9.92862E+11,9.92676E+15,Tarsha,Altenwerth,3/15/16,GIG,SFO,HND,75
KQ,346,IAPB96,7.74702E+11,2.67345E+15,Samuel,Ratke,1/20/16,PEK,SFO,BOM,89
RO,CRK,QBSO37,1.04222E+11,3.87371E+15,Mohammad,Reilly,3/29/16,DXB,SEA,LHR,100
KE,ER4,ERUM21,36589182194,8.84784E+14,Leslie,Rogahn,5/11/16,SEA,SEA,MSP,99
GA,100,EKLV71,7.61314E+11,6.1203E+15,Stan,Schowalter,1/20/16,HNL,DXB,MSP,57
SU,739,IXUJ47,8.24246E+11,5.67436E+15,Emanuel,Becker,10/8/15,SEA,PEK,MSP,109
KE,767,WOXD51,7.57173E+11,6.59353E+15,Lynne,Quitzon,12/18/15,GIG,SEA,BOM,150
CZ,ER4,JVPU05,6.35398E+11,1.56075E+15,Francesca,Gusikowski,12/29/15,DXB,HNL,LAX,88
GA,388,FHTK89,3.29884E+11,3.25557E+15,Barry,Labadie,10/19/15,HNL,DEL,JFK,133
UX,M90,KUHO91,1.68402E+11,7.58037E+15,Adan,Koss,3/8/16,DXB,MXP,MSP,101
GA,763,OWYV48,8.51142E+11,3.24144E+15,Lanora,Ryan,10/24/15,GIG,GIG,AMS,128
CZ,M11,MPYU94,6.90471E+11,7.63798E+15,Dana,Lang,8/9/16,MUC,MUC,BOM,71
UX,319,UJKP49,9.38198E+11,5.46714E+15,Dalene,Borer,4/12/16,SFO,SFO,CDG,130
CI,772,ACDV83,4.14864E+11,2.61008E+15,Lyla,Corkery,8/3/16,DEL,SEA,DTW,146
CZ,M90,DHIA97,8.04471E+11,5.93099E+15,Quinn,Kilback,11/27/15,MUC,DEL,JFK,149
KL,346,WQNF94,4.48804E+11,5.98898E+15,Clyde,Rau,8/28/16,SEA,PEK,MSP,128
VN,313,KLVW16,7.89841E+11,7.4895E+15,Ismael,Bechtelar,11/21/15,BOM,MUC,LAX,87
KE,74M,CQRX63,1.71713E+11,5.09626E+15,Towanda,Monahan,10/12/15,SEA,MXP,CDG,57
CZ,737,IRJG96,2.45606E+11,2.28082E+15,Cathryn,Pfannerstill,6/8/16,GIG,BOM,ATL,70
MU,321,ZBNH32,3.50245E+11,7.17332E+15,Jalisa,Pouros,5/25/16,PEK,DXB,HND,51
AF,CRK,EXQF33,3.89544E+11,9.77213E+15,Bernie,Blanda,6/5/16,MXP,BOM,ATL,152
AM,735,QZCW20,8.99158E+11,1.34975E+15,Jeannetta,Schumm,9/8/16,DEL,GIG,ATL,120
UX,763,PXFY81,7.9336E+11,7.19981E+15,Kirby,Gorczany,1/3/16,HNL,DEL,HND,100
UX,788,KTRU67,9.89481E+11,7.27855E+15,Lorelei,Kulas,1/19/16,DEL,BOM,ATL,176
AM,333,MNPT88,2.4428E+11,5.60143E+15,Chet,Rohan,7/14/16,MXP,DXB,CDG,66
AM,ATR,TBZN36,6.28026E+11,4.94287E+14,Salvatore,Balistreri,3/8/16,DXB,MUC,LAX,158
UX,74M,RHUJ05,7.84012E+11,6.95743E+15,Concepcion,Heathcote,11/3/15,BOM,PEK,HND,167
VN,E90,KGHZ52,18757783597,9.70591E+15,Latoyia,Botsford,12/14/15,SFO,DEL,BOM,96
RO,319,ECID93,27906550985,8.34124E+15,Gail,Ward,11/2/15,SFO,GIG,DTW,107
KQ,747,ZUSF57,7.3181E+11,4.83103E+15,Ted,Wunsch,8/18/16,PEK,DXB,ATL,85
VN,EM2,UGWO44,3.65085E+11,6.43823E+15,Thuy,Ryan,11/19/15,SFO,HNL,DTW,148
SU,346,NHIV91,9.58782E+11,7.95377E+15,Concetta,Hermiston,3/21/16,SEA,MXP,ATL,56
AM,777,DCOE93,4.6281E+11,5.98688E+15,King,Kuhic,12/3/15,GIG,GIG,JFK,180
KQ,739,DOTE30,7.47166E+11,3.16304E+15,Darcie,Hayes,12/15/15,MXP,DXB,LAX,69
AM,747,RGXN94,1.74285E+11,7.31385E+15,Beulah,Kessler,1/20/16,DXB,DEL,LAX,79
CI,333,FBKU58,5.74741E+11,8.19304E+15,Dewayne,Crist,5/24/16,MXP,DEL,HND,65
MU,F50,RVDZ91,7.45192E+11,6.27996E+15,Rogelio,Quigley,12/17/15,DEL,HNL,HND,130
MU,AT5,VLNP99,8.82973E+11,8.74811E+14,Art,Gleichner,9/23/15,PEK,HNL,AMS,68
KL,CR2,IJLN82,2.55921E+11,4.7053E+15,Gary,Hudson,9/15/16,DEL,PEK,LHR,54
RO,735,OBPZ36,6.18738E+11,4.59055E+15,Phylicia,Hessel,5/27/16,HNL,SFO,LHR,166
SU,AT5,RSHM26,7.81837E+11,2.84275E+15,Fidela,Robel,3/15/16,DXB,BOM,BOM,65
AM,EM2,PXNI57,1.35214E+11,7.46982E+15,Herschel,Ondricka,8/20/16,SEA,MXP,AMS,178
AM,77W,WAXS93,9.49285E+11,3.34496E+15,Wilber,Bernier,11/24/15,DXB,DXB,AMS,172
MU,100,POUR44,8.32317E+11,9.4057E+15,Lavonda,Wolf,10/20/15,MUC,MXP,MSP,153
AZ,EM2,SIZR12,8.77915E+11,3.48982E+15,Myrle,Bernier,12/1/15,GIG,DXB,CDG,94
MU,CR9,WMLR66,6.6887E+11,1.89972E+15,Catheryn,Okuneva,3/29/16,DXB,PEK,AMS,66
CZ,739,URZB24,7.34022E+11,3.79782E+15,Jordan,Hartmann,2/4/16,HNL,SEA,DTW,145
DL,SF3,CIZF88,7.70894E+11,6.32781E+15,Jake,Runte,7/13/16,SFO,HNL,ATL,116
DL,AT5,ZXFT56,70590082139,5.43614E+15,Charis,Graham,3/31/16,HNL,SEA,CDG,116
KE,M90,WZTN29,1.52047E+11,6.21463E+15,Michal,Purdy,4/5/16,DEL,DXB,CDG,178
VN,333,KLYV69,52992977743,5.70268E+15,Jeremy,Pouros,12/4/15,MUC,SEA,BOM,57
AF,333,RAUB13,2.86905E+11,8.28175E+15,Detra,Veum,10/17/15,HNL,BOM,ATL,129
ME,767,RPYH36,2.84296E+11,8.0218E+15,Maxwell,Cummings,10/26/15,DEL,GIG,JFK,162
AM,CR2,DWPS61,9.09652E+11,7.96083E+15,Cristi,Rempel,5/18/16,SEA,BOM,AMS,74
OK,763,CVBU57,7.96482E+11,7.96703E+15,Randell,Von,8/14/16,DXB,MUC,CDG,55
AF,M11,YWVB51,5.41702E+11,4.65218E+15,Leanne,Franecki,12/19/15,MUC,DEL,CDG,56
KE,737,ZYUR82,7.33671E+11,8.12218E+15,Darell,Rosenbaum,9/26/15,HNL,MXP,MSP,122
UX,E70,UZKS81,2.64149E+11,7.94344E+15,Stanton,Boyle,11/9/15,GIG,SFO,JFK,152
OK,313,SLIJ67,7.88376E+11,7.17475E+15,Bernardo,Spencer,9/19/15,BOM,SEA,ATL,87
ME,SF3,XJFT61,1.41415E+11,5.00177E+15,Abbey,Leannon,9/11/15,GIG,HNL,BOM,134
AF,330,UTWI61,8.49363E+11,2.58898E+15,Loma,Reinger,2/20/16,PEK,BOM,ATL,74
UX,77W,HEVC15,5.01301E+11,8.86017E+15,Dong,O'Hara,3/28/16,HNL,BOM,HND,138
KQ,M11,HJEO38,6.52693E+11,9.11492E+15,Karie,Reilly,10/22/15,GIG,DEL,CDG,165
GA,777,SEKX01,7.90613E+11,5.33984E+15,Evon,Dicki,6/16/16,SFO,DXB,HND,79
KL,777,LCMB67,4.06603E+11,4.70114E+15,Young,Purdy,3/24/16,GIG,GIG,CDG,149
AZ,77W,ZQPN03,3.96085E+11,2.0876E+15,Mauro,Kris,2/2/16,BOM,MUC,HND,131
VN,SF3,XTEQ93,9.79629E+11,1.18963E+15,John,Yost,1/24/16,DXB,SFO,MSP,129
KL,CR9,BPSR33,1.79346E+11,9.64311E+15,Francis,Senger,9/28/15,MXP,HNL,LAX,116
SU,733,FBJG41,1.5161E+11,3.40783E+15,Cinthia,Kling,8/29/16,HNL,SEA,CDG,125
AF,EM2,GVEN21,7.03572E+11,3.01882E+15,Alonzo,Kuphal,5/20/16,MXP,HNL,JFK,109
DL,330,YXNK93,5.45749E+11,4.72033E+15,Bobby,Lind,8/6/16,PEK,HNL,CDG,73
MU,73J,BZGM17,6.4283E+11,7.48857E+15,Alena,Haag,11/9/15,SFO,GIG,DTW,112
GA,753,VIXY57,2.68728E+11,9.86731E+15,Simon,Mertz,11/11/15,SFO,DEL,MSP,118
ME,74M,LHKM59,6.99444E+11,2.35581E+15,Bobby,Zieme,4/4/16,GIG,BOM,CDG,99
KL,F50,OCYZ29,4.33378E+11,7.29685E+15,Reid,Renner,1/7/16,SEA,GIG,HND,174
AF,777,UAVJ39,5.21899E+11,4.68079E+14,August,Swift,8/17/16,MUC,BOM,MSP,147
VN,767,BKPT77,7.40746E+11,2.88824E+15,Lawanda,Schneider,8/22/16,DXB,DXB,HND,173
DL,346,PDBH99,5.45021E+11,3.99058E+15,Robert,Gerhold,11/6/15,MXP,HNL,ATL,136
KL,346,HJXA69,2.13868E+11,7.07869E+15,Newton,Rolfson,11/13/15,BOM,SFO,JFK,170
GA,AT5,TQGX93,4.93943E+11,2.62866E+15,Donnie,Mann,4/27/16,SEA,MUC,BOM,90
KQ,EQV,SEKD72,5.30257E+11,5.89331E+15,Roberto,Dickens,9/27/15,GIG,MUC,HND,152
ME,CR9,YHGN23,9.30039E+11,2.70695E+15,Gwen,Will,7/14/16,SEA,BOM,LHR,152
KQ,763,AJBP99,8.2756E+11,5.96871E+15,Tonette,Stehr,6/27/16,SEA,PEK,LAX,145
OK,330,PJQW24,8.4303E+11,9.66262E+15,Guillermo,Wiegand,5/23/16,MXP,GIG,ATL,129
DL,M11,ARUK56,7.16783E+11,4.41495E+15,Scotty,Jakubowski,5/3/16,BOM,DEL,DTW,106
OK,CRK,YUQZ61,5.62971E+11,5.21486E+15,Alejandro,Tromp,6/25/16,GIG,BOM,AMS,115
KQ,733,UGVM95,7.62345E+11,3.479E+14,Solomon,Nienow,5/28/16,DEL,DEL,LAX,166
AZ,753,IDOJ58,9.50002E+11,8.80593E+15,Adelaide,Parker,4/20/16,MXP,DEL,DTW,168
OK,319,BYUV59,2.05664E+11,1.37173E+15,Corliss,Keeling,8/30/16,GIG,MXP,LAX,104
AZ,AB6,DRBA01,3.64129E+11,3.67406E+15,Kareen,Durgan,4/19/16,SFO,SFO,CDG,136
RO,73G,EUTR73,27153208307,2.80623E+15,Maribeth,Hickle,10/30/15,GIG,GIG,LHR,141
RO,788,JFOT48,1.18119E+11,8.80294E+15,Elias,King,2/14/16,DXB,DXB,JFK,112
KE,330,ACWT65,9.18075E+11,8.76411E+15,Dallas,Donnelly,5/30/16,PEK,SEA,JFK,88
KL,74M,TNWY13,9.69312E+11,9.10904E+15,Joshua,Larson,12/28/15,DEL,MXP,DTW,177
CZ,73W,TEND90,80925508202,4.10869E+15,Major,Feeney,11/12/15,GIG,SEA,ATL,171
KL,343,BJNS72,8.87765E+11,9.96963E+15,Gearldine,Stroman,9/14/15,DXB,SFO,CDG,176
CZ,73W,MSQD67,2.00986E+11,4.87121E+15,Melynda,Nader,10/23/15,HNL,SFO,AMS,127
AM,777,EHCG78,5.68645E+11,8.78273E+15,Pamelia,Lind,10/29/15,PEK,HNL,JFK,174
OK,77W,XYAW03,1.89503E+11,9.46819E+15,Jennefer,Hand,10/7/15,HNL,GIG,ATL,51
UX,73G,FOBT48,2.79917E+11,8.82276E+15,Ethan,Gleason,8/5/16,PEK,MXP,AMS,57
GA,388,FMJT58,2.3043E+11,9.90418E+15,Sylvester,Lubowitz,7/23/16,MUC,SEA,DTW,127
VN,EM2,NXGS51,6.19284E+11,9.88947E+13,Tenesha,Towne,9/4/16,GIG,SFO,JFK,78
AZ,CR2,TXPB21,86534208119,9.41626E+15,Barton,Lubowitz,3/5/16,SEA,PEK,JFK,145
KL,753,MRGW50,6.97349E+11,9.25367E+15,Barton,Hermann,11/27/15,BOM,GIG,LAX,166
KQ,73G,LCGZ04,4.44534E+11,4.90789E+15,Earlean,Friesen,1/9/16,PEK,DEL,LHR,103
AM,AT5,ALIU23,2.78702E+11,6.41187E+15,Van,Smitham,4/26/16,GIG,DXB,BOM,108
RO,EM2,ZWRS92,4.12797E+11,7.67606E+15,Ethan,Kassulke,2/21/16,SEA,PEK,DTW,95
OK,E70,NOFC88,7.06362E+11,4.00655E+15,Magan,Bergnaum,8/21/16,MUC,GIG,LHR,95
KQ,733,YDKZ41,48199752834,9.15804E+15,Deane,Champlin,11/27/15,PEK,GIG,BOM,79
GA,739,SYGH59,5.02494E+11,5.18713E+15,Jamison,Willms,2/5/16,BOM,BOM,DTW,55
DL,100,BYWI59,1.88839E+11,5.58471E+15,Keenan,Deckow,1/15/16,DXB,MUC,DTW,133
OK,763,YANT24,7.18739E+11,7.61819E+15,Dale,Stroman,7/30/16,MUC,DEL,JFK,90
AZ,CR9,MTRI21,95164861432,3.46076E+15,Loren,Zulauf,6/24/16,MUC,SEA,MSP,118
RO,343,DOBV10,7.62816E+11,3.32733E+15,Graham,Berge,9/11/15,MXP,BOM,BOM,159
KL,74M,LVSA32,30910989435,3.40296E+15,Elvin,Bauch,9/20/16,BOM,GIG,ATL,90
CZ,SF3,CVDY34,6.94488E+11,2.61688E+15,Franklin,Crist,9/14/16,MXP,MUC,DTW,153
KE,E70,LWHA55,3.00366E+11,9.55631E+15,Marivel,Kohler,3/16/16,SFO,PEK,CDG,106
KQ,M11,FWCO15,9.32252E+11,8.38272E+15,Nidia,McDermott,7/31/16,BOM,SFO,LHR,126
AF,777,VYFG99,1.5099E+11,8.78485E+15,Garret,Bogisich,12/16/15,GIG,MXP,CDG,154
KE,735,XZJL83,7.12094E+11,2.5745E+14,Kareem,Parisian,9/25/15,GIG,DXB,HND,135
AF,767,EWKQ41,5.33582E+11,8.28058E+15,Raul,Bashirian,12/7/15,GIG,SEA,JFK,152
AM,74M,ORBG39,3.86968E+11,7.34002E+15,Kristi,Powlowski,6/7/16,DEL,DXB,LHR,75
KL,767,GODH06,4.88026E+11,3.66524E+15,Elvera,Osinski,5/25/16,MUC,SEA,LHR,138
ME,E70,MVNR00,64516836210,8.89719E+15,Lurline,Denesik,1/16/16,GIG,SFO,MSP,74
RO,733,GQOX26,3.44801E+11,6.90202E+14,Trang,Bahringer,5/23/16,PEK,DXB,CDG,52
RO,M90,XYHP70,16071320624,1.92574E+15,Alease,Jacobson,8/23/16,DXB,SFO,JFK,55
MU,777,UNDY39,7.1807E+11,9.64294E+15,Lesley,Kreiger,5/30/16,MUC,MXP,LHR,175
ME,777,OKPZ58,5.19274E+11,7.46519E+15,Leanne,Robel,2/22/16,GIG,DEL,MSP,97
AM,73J,IZJT58,2.03125E+11,9.36237E+15,Joe,Schumm,7/9/16,GIG,DEL,LHR,140
KL,SF3,BECV14,2.21497E+11,4.43737E+14,Audria,Von,2/15/16,BOM,SEA,CDG,89
AF,M11,SOAH19,90009963366,4.16974E+15,Eliana,Doyle,1/9/16,DXB,DXB,AMS,71
CI,767,SGZQ40,5.08013E+11,7.4001E+15,Lang,Braun,11/19/15,MUC,MUC,AMS,136
GA,777,ZWKF58,62039018372,4.73699E+15,Tyler,Brekke,4/23/16,HNL,SFO,CDG,127
AF,ATR,LECJ27,5.63682E+11,7.04106E+15,Buffy,Hagenes,8/26/16,HNL,SFO,CDG,169
KE,74M,XPQL60,6.85043E+11,9.35129E+15,Titus,Block,8/3/16,SFO,HNL,AMS,84
OK,EQV,FISH37,5.17473E+11,5.14877E+15,Loris,Crist,6/20/16,SEA,MXP,DTW,180
AZ,75W,YIKJ10,1.85544E+11,2.83843E+15,Lourdes,Langworth,12/23/15,PEK,SFO,CDG,138
SU,CR9,IRPB12,74871589050,2.2626E+15,Arlie,Balistreri,9/17/16,HNL,BOM,DTW,88
KE,100,ZTUV65,4.58803E+11,1.44887E+15,Katheryn,Flatley,9/9/16,BOM,PEK,CDG,143
CZ,77W,TBZV36,6.82776E+11,5.22209E+15,Amos,Crist,4/18/16,SFO,SFO,ATL,153
AZ,AB6,MCQT95,7.0368E+11,2.31227E+15,Ehtel,Miller,6/26/16,PEK,MXP,MSP,78
KL,EQV,ICVT11,3.18246E+11,1.59355E+15,Thurman,Turcotte,3/20/16,MXP,MUC,LAX,123
MU,777,UQFI11,9.09759E+11,2.22713E+15,Billie,Schinner,9/8/16,DXB,SFO,ATL,150
CI,M90,SEOY44,4.45571E+11,3.15704E+15,Jung,Wolff,10/20/15,MXP,PEK,MSP,63
SU,772,NFBR67,1.28805E+11,4.9024E+15,Rocco,Bechtelar,9/26/15,PEK,BOM,CDG,61
GA,772,SEKY51,8.87885E+11,1.56483E+15,Jody,Willms,8/27/16,BOM,BOM,AMS,91
VN,73J,ABXH79,4.55881E+11,7.89865E+15,Benny,O'Conner,4/26/16,SFO,DXB,LAX,91
RO,AT5,DMXR47,8.61495E+11,1.90138E+15,Charlene,Ferry,1/27/16,SFO,GIG,AMS,138
ME,100,LNZO72,9.48746E+11,3.37398E+15,Philip,Aimonetti,1/12/16,BOM,DXB,HND,128
GA,737,WINO10,5.02727E+11,5.97403E+15,Dino,Sporer,3/22/16,BOM,HNL,LHR,110
AM,M11,OXBL30,7.76341E+11,4.87876E+15,Haywood,Hackett,8/15/16,BOM,PEK,BOM,173
VN,333,MJSG89,4.85043E+11,6.57361E+15,Bradford,Cartwright,12/21/15,SEA,DEL,LHR,174
UX,SF3,APNM20,1.11967E+11,8.43372E+15,Will,Hammes,5/9/16,GIG,DXB,BOM,146
AZ,313,FWQK92,89625624047,4.94063E+14,Myles,Christiansen,9/27/15,PEK,BOM,BOM,145
MU,SF3,NZMB55,9.38307E+11,5.0269E+15,Larue,Jacobi,6/23/16,BOM,GIG,BOM,83
CZ,73J,ACQS69,2.06973E+11,1.73313E+15,Angle,Franecki,12/25/15,MUC,PEK,CDG,88
ME,ER4,KMFD34,5.39937E+11,1.97486E+15,Maureen,Smith,5/31/16,SEA,MXP,DTW,92
KL,772,LRZW38,7.01213E+11,2.46559E+15,Claire,Conn,10/16/15,MUC,SEA,HND,173
GA,735,DNZL41,9.85395E+11,1.36229E+15,Ashanti,Durgan,9/17/15,DEL,MXP,CDG,69
GA,313,LRCB03,1.82687E+11,8.85148E+15,Caroline,Simonis,12/30/15,DXB,MUC,LAX,173
KE,346,RZFC66,6.69865E+11,2.49026E+15,Jeni,Heaney,3/5/16,BOM,MXP,BOM,177
GA,ATR,TKBN84,38373941736,1.79712E+14,Roseanne,Pollich,6/12/16,PEK,PEK,LAX,95
RO,M11,MNZD09,7.52173E+11,4.85275E+15,Heidy,Reynolds,6/16/16,SEA,MXP,DTW,65
RO,73G,YLRP88,9.91836E+11,3.4642E+15,Keren,Osinski,5/21/16,BOM,SFO,LAX,176
AF,763,EHFM58,9.60949E+11,9.66853E+15,Derick,Davis,5/22/16,PEK,MUC,LAX,177
OK,330,YVDZ98,4.58925E+11,6.87287E+15,Earleen,Willms,7/27/16,DEL,MUC,CDG,139
CZ,772,NRIF92,1.65731E+11,4.21272E+15,Wendie,Goyette,10/20/15,SEA,MXP,JFK,163
KL,77W,IMAQ43,6.12932E+11,8.73488E+15,Lino,Nitzsche,9/20/15,HNL,GIG,LAX,159
MU,733,FWSG65,66240675567,5.93774E+15,Irvin,Price,3/27/16,SFO,MUC,BOM,58
CZ,SF3,VHKF08,8.79051E+11,2.07011E+14,Walter,Kuhn,12/15/15,GIG,GIG,JFK,107
CZ,346,KDWV64,2.74185E+11,8.33601E+15,Carey,Stamm,1/22/16,MUC,SFO,BOM,136
GA,330,RCAQ43,9.59045E+11,6.04239E+15,Vivan,Hodkiewicz,10/3/15,DXB,HNL,LAX,73
ME,AT5,NZKJ43,9.316E+11,9.43548E+15,Blair,Quigley,6/19/16,PEK,MXP,HND,68
VN,733,QRZB70,6.69954E+11,6.95753E+14,Veda,Bechtelar,5/5/16,GIG,MUC,LAX,121
RO,F50,DUBP44,5.61339E+11,9.47083E+15,Janette,McDermott,9/26/15,DEL,MUC,DTW,179
KE,77W,GRBX19,3.79375E+11,4.25302E+15,Nathaniel,Powlowski,7/20/16,BOM,MXP,AMS,72
AM,73G,SFOT64,2.30051E+11,7.07983E+15,Minh,Price,9/23/15,HNL,GIG,MSP,111
SU,AB6,VQWP72,3.10948E+11,3.30788E+15,Lyman,Raynor,7/6/16,GIG,GIG,CDG,172
